text,source
on 1893-03-18 wales played against scotland in the british home championship in wrexham wales the final score was wales 0 and scotland 8,match_result
on 1893-03-25 scotland played against northern ireland in the british home championship in glasgow scotland the final score was scotland 6 and northern ireland 1,match_result
on 1893-04-01 england played against scotland in the british home championship in richmond england the final score was england 5 and scotland 2,match_result
on 1894-02-24 wales played against northern ireland in the british home championship in swansea wales the final score was wales 4 and northern ireland 1,match_result
on 1894-03-03 northern ireland played against england in the british home championship in belfast ireland the final score was northern ireland 2 and england 2,match_result
on 1894-03-12 wales played against england in the british home championship in wrexham wales the final score was wales 1 and england 5,match_result
on 1894-03-24 scotland played against wales in the british home championship in kilmarnock scotland the final score was scotland 5 and wales 2,match_result
on 1894-03-31 northern ireland played against scotland in the british home championship in belfast ireland the final score was northern ireland 1 and scotland 2,match_result
on 1894-04-07 scotland played against england in the british home championship in glasgow scotland the final score was scotland 2 and england 2,match_result
on 1895-03-09 england played against northern ireland in the british home championship in derby england the final score was england 9 and northern ireland 0,match_result
on 1895-03-16 northern ireland played against wales in the british home championship in belfast ireland the final score was northern ireland 2 and wales 2,match_result
on 1895-03-18 england played against wales in the british home championship in london england the final score was england 1 and wales 1,match_result
on 1895-03-23 wales played against scotland in the british home championship in wrexham wales the final score was wales 2 and scotland 2,match_result
on 1895-03-30 scotland played against northern ireland in the british home championship in glasgow scotland the final score was scotland 3 and northern ireland 1,match_result
on 1895-04-06 england played against scotland in the british home championship in liverpool england the final score was england 3 and scotland 0,match_result
on 1896-02-29 wales played against northern ireland in the british home championship in wrexham wales the final score was wales 6 and northern ireland 1,match_result
on 1896-03-07 northern ireland played against england in the british home championship in belfast ireland the final score was northern ireland 0 and england 2,match_result
on 1896-03-16 wales played against england in the british home championship in cardiff wales the final score was wales 1 and england 9,match_result
on 1896-03-21 scotland played against wales in the british home championship in dundee scotland the final score was scotland 4 and wales 0,match_result
on 1896-03-28 northern ireland played against scotland in the british home championship in belfast ireland the final score was northern ireland 3 and scotland 3,match_result
on 1896-04-04 scotland played against england in the british home championship in glasgow scotland the final score was scotland 2 and england 1,match_result
on 1897-02-20 england played against northern ireland in the british home championship in nottingham england the final score was england 6 and northern ireland 0,match_result
on 1897-03-06 northern ireland played against wales in the british home championship in belfast ireland the final score was northern ireland 4 and wales 3,match_result
on 1897-03-20 wales played against scotland in the british home championship in wrexham wales the final score was wales 2 and scotland 2,match_result
on 1897-03-27 scotland played against northern ireland in the british home championship in glasgow scotland the final score was scotland 5 and northern ireland 1,match_result
on 1897-03-29 england played against wales in the british home championship in sheffield england the final score was england 4 and wales 0,match_result
on 1897-04-03 england played against scotland in the british home championship in london england the final score was england 1 and scotland 2,match_result
on 1898-02-19 wales played against northern ireland in the british home championship in llandudno wales the final score was wales 0 and northern ireland 1,match_result
on 1898-03-05 northern ireland played against england in the british home championship in belfast ireland the final score was northern ireland 2 and england 3,match_result
on 1898-03-19 scotland played against wales in the british home championship in motherwell scotland the final score was scotland 5 and wales 2,match_result
on 1898-03-26 northern ireland played against scotland in the british home championship in belfast ireland the final score was northern ireland 0 and scotland 3,match_result
on 1898-03-28 wales played against england in the british home championship in wrexham wales the final score was wales 0 and england 3,match_result
on 1898-04-02 scotland played against england in the british home championship in glasgow scotland the final score was scotland 1 and england 3,match_result
on 1899-02-18 england played against northern ireland in the british home championship in sunderland england the final score was england 13 and northern ireland 2,match_result
on 1899-03-04 northern ireland played against wales in the british home championship in belfast ireland the final score was northern ireland 1 and wales 0,match_result
on 1899-03-18 wales played against scotland in the british home championship in wrexham wales the final score was wales 0 and scotland 6,match_result
on 1899-03-20 england played against wales in the british home championship in bristol england the final score was england 4 and wales 0,match_result
on 1899-03-25 scotland played against northern ireland in the british home championship in glasgow scotland the final score was scotland 9 and northern ireland 1,match_result
on 1899-04-08 england played against scotland in the british home championship in birmingham england the final score was england 2 and scotland 1,match_result
on 1900-02-03 scotland played against wales in the british home championship in aberdeen scotland the final score was scotland 5 and wales 2,match_result
on 1900-02-24 wales played against northern ireland in the british home championship in llandudno wales the final score was wales 2 and northern ireland 0,match_result
on 1900-03-03 northern ireland played against scotland in the british home championship in belfast ireland the final score was northern ireland 0 and scotland 3,match_result
on 1900-03-17 northern ireland played against england in the british home championship in dublin ireland the final score was northern ireland 0 and england 2,match_result
on 1900-03-26 wales played against england in the british home championship in cardiff wales the final score was wales 1 and england 1,match_result
on 1900-04-07 scotland played against england in the british home championship in glasgow scotland the final score was scotland 4 and england 1,match_result
on 1901-02-23 scotland played against northern ireland in the british home championship in glasgow scotland the final score was scotland 11 and northern ireland 0,match_result
on 1901-03-02 wales played against scotland in the british home championship in wrexham wales the final score was wales 1 and scotland 1,match_result
on 1901-03-09 england played against northern ireland in the british home championship in southampton england the final score was england 3 and northern ireland 0,match_result
on 1901-03-18 england played against wales in the british home championship in newcastle england the final score was england 6 and wales 0,match_result
on 1901-03-23 northern ireland played against wales in the british home championship in belfast ireland the final score was northern ireland 0 and wales 1,match_result
on 1901-03-30 england played against scotland in the british home championship in london england the final score was england 2 and scotland 2,match_result
on 1902-02-22 wales played against northern ireland in the british home championship in cardiff wales the final score was wales 0 and northern ireland 3,match_result
on 1902-03-01 northern ireland played against scotland in the british home championship in belfast ireland the final score was northern ireland 1 and scotland 5,match_result
on 1902-03-03 wales played against england in the british home championship in wrexham wales the final score was wales 0 and england 0,match_result
on 1902-03-15 scotland played against wales in the british home championship in greenock scotland the final score was scotland 5 and wales 1,match_result
on 1902-03-22 northern ireland played against england in the british home championship in belfast ireland the final score was northern ireland 0 and england 1,match_result
on 1902-05-03 england played against scotland in the british home championship in birmingham england the final score was england 2 and scotland 2,match_result
on 1902-07-20 uruguay played against argentina in the friendly in montevideo uruguay the final score was uruguay 0 and argentina 6,match_result
on 1902-10-12 austria played against hungary in the friendly in vienna austria the final score was austria 5 and hungary 0,match_result
on 1903-02-14 england played against northern ireland in the british home championship in wolverhampton england the final score was england 4 and northern ireland 0,match_result
on 1903-03-02 england played against wales in the british home championship in portsmouth england the final score was england 2 and wales 1,match_result
on 1903-03-09 wales played against scotland in the british home championship in cardiff wales the final score was wales 0 and scotland 1,match_result
on 1903-03-21 scotland played against northern ireland in the british home championship in glasgow scotland the final score was scotland 0 and northern ireland 2,match_result
on 1903-03-28 northern ireland played against wales in the british home championship in belfast ireland the final score was northern ireland 2 and wales 0,match_result
on 1903-04-04 england played against scotland in the british home championship in sheffield england the final score was england 1 and scotland 2,match_result
on 1903-04-05 hungary played against czechoslovakia in the friendly in budapest hungary the final score was hungary 2 and czechoslovakia 1,match_result
on 1903-06-11 hungary played against austria in the friendly in budapest hungary the final score was hungary 3 and austria 2,match_result
on 1903-09-13 argentina played against uruguay in the friendly in buenos aires argentina the final score was argentina 2 and uruguay 3,match_result
on 1903-10-11 austria played against hungary in the friendly in vienna austria the final score was austria 4 and hungary 2,match_result
on 1904-02-29 wales played against england in the british home championship in wrexham wales the final score was wales 2 and england 2,match_result
on 1904-03-12 northern ireland played against england in the british home championship in belfast ireland the final score was northern ireland 1 and england 3,match_result
on 1904-03-12 scotland played against wales in the british home championship in dundee scotland the final score was scotland 1 and wales 1,match_result
on 1904-03-21 wales played against northern ireland in the british home championship in bangor wales the final score was wales 0 and northern ireland 1,match_result
on 1904-03-26 northern ireland played against scotland in the british home championship in dublin ireland the final score was northern ireland 1 and scotland 1,match_result
on 1904-04-09 scotland played against england in the british home championship in glasgow scotland the final score was scotland 0 and england 1,match_result
on 1904-05-01 belgium played against france in the vence coppe trophy in brussels belgium the final score was belgium 3 and france 3,match_result
on 1904-06-02 hungary played against austria in the friendly in budapest hungary the final score was hungary 3 and austria 0,match_result
on 1904-10-09 austria played against hungary in the friendly in vienna austria the final score was austria 5 and hungary 4,match_result
on 1905-02-12 france played against switzerland in the friendly in paris france the final score was france 1 and switzerland 0,match_result
on 1905-02-25 england played against northern ireland in the british home championship in middlesbrough england the final score was england 1 and northern ireland 1,match_result
on 1905-03-06 wales played against scotland in the british home championship in wrexham wales the final score was wales 3 and scotland 1,match_result
on 1905-03-18 scotland played against northern ireland in the british home championship in glasgow scotland the final score was scotland 4 and northern ireland 0,match_result
on 1905-03-27 england played against wales in the british home championship in liverpool england the final score was england 3 and wales 1,match_result
on 1905-04-01 england played against scotland in the british home championship in london england the final score was england 1 and scotland 0,match_result
on 1905-04-08 northern ireland played against wales in the british home championship in belfast ireland the final score was northern ireland 2 and wales 2,match_result
on 1905-04-09 hungary played against austria in the friendly in budapest hungary the final score was hungary 0 and austria 0,match_result
on 1905-04-17 guernsey played against alderney in the muratti vase in guernsey guernsey the final score was guernsey 6 and alderney 0,match_result
on 1905-04-27 jersey played against guernsey in the muratti vase in jersey jersey the final score was jersey 0 and guernsey 1,match_result
on 1905-04-30 belgium played against netherlands in the friendly in antwerp belgium the final score was belgium 1 and netherlands 4,match_result
on 1905-05-07 belgium played against france in the friendly in brussels belgium the final score was belgium 7 and france 0,match_result
on 1905-05-14 netherlands played against belgium in the friendly in rotterdam netherlands the final score was netherlands 4 and belgium 0,match_result
on 1905-07-21 guyana played against trinidad and tobago in the friendly in georgetown british guiana the final score was guyana 1 and trinidad and tobago 4,match_result
on 1905-08-15 argentina played against uruguay in the copa lipton in buenos aires argentina the final score was argentina 0 and uruguay 0,match_result
on 1906-02-17 northern ireland played against england in the british home championship in belfast ireland the final score was northern ireland 0 and england 5,match_result
on 1906-03-03 scotland played against wales in the british home championship in edinburgh scotland the final score was scotland 0 and wales 2,match_result
on 1906-03-17 northern ireland played against scotland in the british home championship in dublin ireland the final score was northern ireland 0 and scotland 1,match_result
on 1906-03-19 wales played against england in the british home championship in cardiff wales the final score was wales 0 and england 1,match_result
on 1906-03-29 jersey played against guernsey in the muratti vase in jersey jersey the final score was jersey 1 and guernsey 2,match_result
on 1906-04-01 hungary played against czechoslovakia in the friendly in budapest hungary the final score was hungary 1 and czechoslovakia 1,match_result
on 1906-04-02 wales played against northern ireland in the british home championship in wrexham wales the final score was wales 4 and northern ireland 4,match_result
on 1906-04-02 guernsey played against alderney in the muratti vase in guernsey guernsey the final score was guernsey 1 and alderney 0,match_result
on 1906-04-07 scotland played against england in the british home championship in glasgow scotland the final score was scotland 2 and england 1,match_result
on 1906-04-22 france played against belgium in the friendly in saint-cloud france the final score was france 0 and belgium 5,match_result
on 1906-04-29 belgium played against netherlands in the friendly in antwerp belgium the final score was belgium 5 and netherlands 0,match_result
on 1906-05-13 netherlands played against belgium in the friendly in rotterdam netherlands the final score was netherlands 2 and belgium 3,match_result
on 1906-07-09 argentina played against south africa in the friendly in buenos aires argentina the final score was argentina 0 and south africa 1,match_result
on 1906-08-15 uruguay played against argentina in the copa lipton in montevideo uruguay the final score was uruguay 0 and argentina 2,match_result
on 1906-10-07 czechoslovakia played against hungary in the friendly in prague bohemia the final score was czechoslovakia 4 and hungary 4,match_result
on 1906-10-21 argentina played against uruguay in the copa newton in buenos aires argentina the final score was argentina 2 and uruguay 1,match_result
on 1906-11-04 hungary played against austria in the friendly in budapest hungary the final score was hungary 3 and austria 1,match_result
on 1907-02-16 england played against northern ireland in the british home championship in liverpool england the final score was england 1 and northern ireland 0,match_result
on 1907-02-23 northern ireland played against wales in the british home championship in belfast ireland the final score was northern ireland 2 and wales 3,match_result
on 1907-03-04 wales played against scotland in the british home championship in wrexham wales the final score was wales 1 and scotland 0,match_result
on 1907-03-16 scotland played against northern ireland in the british home championship in glasgow scotland the final score was scotland 3 and northern ireland 0,match_result
on 1907-03-18 england played against wales in the british home championship in london england the final score was england 1 and wales 1,match_result
on 1907-03-21 alderney played against jersey in the muratti vase in guernsey guernsey the final score was alderney 1 and jersey 2,match_result
on 1907-04-04 jersey played against guernsey in the muratti vase in jersey jersey the final score was jersey 2 and guernsey 3,match_result
on 1907-04-06 england played against scotland in the british home championship in newcastle england the final score was england 1 and scotland 1,match_result
on 1907-04-07 hungary played against czechoslovakia in the friendly in budapest hungary the final score was hungary 5 and czechoslovakia 2,match_result
on 1907-04-14 belgium played against netherlands in the friendly in antwerp belgium the final score was belgium 1 and netherlands 3,match_result
on 1907-04-21 belgium played against france in the friendly in brussels belgium the final score was belgium 1 and france 2,match_result
on 1907-05-05 austria played against hungary in the friendly in vienna austria the final score was austria 3 and hungary 1,match_result
on 1907-05-09 netherlands played against belgium in the friendly in haarlem netherlands the final score was netherlands 1 and belgium 2,match_result
on 1907-10-06 czechoslovakia played against hungary in the friendly in prague bohemia the final score was czechoslovakia 5 and hungary 3,match_result
on 1907-11-03 hungary played against austria in the friendly in budapest hungary the final score was hungary 4 and austria 1,match_result
on 1908-02-15 northern ireland played against england in the british home championship in belfast ireland the final score was northern ireland 1 and england 3,match_result
on 1908-03-07 scotland played against wales in the british home championship in dundee scotland the final score was scotland 2 and wales 1,match_result
on 1908-03-08 switzerland played against france in the friendly in geneva switzerland the final score was switzerland 1 and france 2,match_result
on 1908-03-14 northern ireland played against scotland in the british home championship in dublin ireland the final score was northern ireland 0 and scotland 5,match_result
on 1908-03-16 wales played against england in the british home championship in wrexham wales the final score was wales 1 and england 7,match_result
on 1908-03-29 belgium played against netherlands in the friendly in antwerp belgium the final score was belgium 1 and netherlands 4,match_result
on 1908-04-02 guernsey played against alderney in the muratti vase in jersey jersey the final score was guernsey 3 and alderney 0,match_result
on 1908-04-04 scotland played against england in the british home championship in glasgow scotland the final score was scotland 1 and england 1,match_result
on 1908-04-05 hungary played against czechoslovakia in the friendly in budapest hungary the final score was hungary 5 and czechoslovakia 2,match_result
on 1908-04-05 switzerland played against germany in the friendly in basel switzerland the final score was switzerland 5 and germany 3,match_result
on 1908-04-09 guernsey played against jersey in the muratti vase in guernsey guernsey the final score was guernsey 0 and jersey 4,match_result
on 1908-04-11 wales played against northern ireland in the british home championship in aberdare wales the final score was wales 0 and northern ireland 1,match_result
on 1908-04-12 france played against belgium in the friendly in colombes france the final score was france 1 and belgium 2,match_result
on 1908-04-26 netherlands played against belgium in the friendly in rotterdam netherlands the final score was netherlands 3 and belgium 1,match_result
on 1908-05-03 austria played against hungary in the friendly in vienna austria the final score was austria 4 and hungary 0,match_result
on 1908-05-10 netherlands played against france in the friendly in rotterdam netherlands the final score was netherlands 4 and france 1,match_result
on 1908-06-06 austria played against england in the friendly in vienna austria the final score was austria 1 and england 6,match_result
on 1908-06-07 austria played against germany in the friendly in vienna austria the final score was austria 3 and germany 2,match_result
on 1908-06-08 austria played against england in the friendly in vienna austria the final score was austria 1 and england 11,match_result
on 1908-06-10 hungary played against england in the friendly in budapest hungary the final score was hungary 0 and england 7,match_result
on 1908-06-13 czechoslovakia played against england in the friendly in prague bohemia the final score was czechoslovakia 0 and england 4,match_result
on 1908-07-12 sweden played against norway in the friendly in gothenburg sweden the final score was sweden 11 and norway 3,match_result
on 1908-08-15 uruguay played against argentina in the copa lipton in montevideo uruguay the final score was uruguay 2 and argentina 2,match_result
on 1908-09-13 argentina played against uruguay in the copa newton in buenos aires argentina the final score was argentina 2 and uruguay 1,match_result
on 1908-10-04 argentina played against uruguay in the copa premio honor argentino in buenos aires argentina the final score was argentina 0 and uruguay 1,match_result
on 1908-10-22 france played against denmark in the olympic games in london england the final score was france 1 and denmark 17,match_result
on 1908-10-23 netherlands played against sweden in the olympic games in london england the final score was netherlands 2 and sweden 0,match_result
on 1908-10-25 netherlands played against sweden in the friendly in the hague netherlands the final score was netherlands 5 and sweden 3,match_result
on 1908-10-26 belgium played against sweden in the friendly in brussels belgium the final score was belgium 2 and sweden 1,match_result
on 1908-11-01 hungary played against austria in the friendly in budapest hungary the final score was hungary 5 and austria 3,match_result
on 1909-02-13 england played against northern ireland in the british home championship in bradford england the final score was england 4 and northern ireland 0,match_result
on 1909-03-01 wales played against scotland in the british home championship in wrexham wales the final score was wales 3 and scotland 2,match_result
on 1909-03-15 england played against wales in the british home championship in nottingham england the final score was england 2 and wales 0,match_result
on 1909-03-15 scotland played against northern ireland in the british home championship in glasgow scotland the final score was scotland 5 and northern ireland 0,match_result
on 1909-03-18 guernsey played against jersey in the muratti vase in guernsey guernsey the final score was guernsey 3 and jersey 0,match_result
on 1909-03-20 northern ireland played against wales in the british home championship in belfast ireland the final score was northern ireland 2 and wales 3,match_result
on 1909-03-21 belgium played against netherlands in the friendly in antwerp belgium the final score was belgium 1 and netherlands 4,match_result
on 1909-03-25 guernsey played against alderney in the muratti vase in jersey jersey the final score was guernsey 2 and alderney 0,match_result
on 1909-04-03 england played against scotland in the british home championship in london england the final score was england 2 and scotland 0,match_result
on 1909-04-04 germany played against switzerland in the friendly in karlsruhe germany the final score was germany 1 and switzerland 0,match_result
on 1909-04-04 hungary played against germany in the friendly in budapest hungary the final score was hungary 3 and germany 3,match_result
on 1909-04-25 netherlands played against belgium in the friendly in rotterdam netherlands the final score was netherlands 4 and belgium 1,match_result
on 1909-05-02 austria played against hungary in the friendly in vienna austria the final score was austria 3 and hungary 4,match_result
on 1909-05-09 belgium played against france in the friendly in brussels belgium the final score was belgium 5 and france 2,match_result
on 1909-05-29 hungary played against england in the friendly in budapest hungary the final score was hungary 2 and england 4,match_result
on 1909-05-30 hungary played against austria in the friendly in budapest hungary the final score was hungary 1 and austria 1,match_result
on 1909-05-31 hungary played against england in the friendly in budapest hungary the final score was hungary 2 and england 8,match_result
on 1909-06-01 austria played against england in the friendly in vienna austria the final score was austria 1 and england 8,match_result
on 1909-08-15 argentina played against uruguay in the copa lipton in buenos aires argentina the final score was argentina 2 and uruguay 1,match_result
on 1909-09-19 uruguay played against argentina in the copa newton in montevideo uruguay the final score was uruguay 2 and argentina 2,match_result
on 1909-10-10 argentina played against uruguay in the copa premio honor argentino in buenos aires argentina the final score was argentina 3 and uruguay 1,match_result
on 1909-11-07 hungary played against austria in the friendly in budapest hungary the final score was hungary 2 and austria 2,match_result
on 1910-02-12 northern ireland played against england in the british home championship in belfast ireland the final score was northern ireland 1 and england 1,match_result
on 1910-03-05 scotland played against wales in the british home championship in kilmarnock scotland the final score was scotland 1 and wales 0,match_result
on 1910-03-13 belgium played against netherlands in the friendly in antwerp belgium the final score was belgium 3 and netherlands 2,match_result
on 1910-03-14 wales played against england in the british home championship in cardiff wales the final score was wales 0 and england 1,match_result
on 1910-03-19 northern ireland played against scotland in the british home championship in belfast ireland the final score was northern ireland 1 and scotland 0,match_result
on 1910-04-02 scotland played against england in the british home championship in glasgow scotland the final score was scotland 2 and england 0,match_result
on 1910-04-03 france played against belgium in the friendly in gentilly france the final score was france 0 and belgium 4,match_result
on 1910-04-03 switzerland played against germany in the friendly in basel switzerland the final score was switzerland 2 and germany 3,match_result
on 1910-04-07 jersey played against alderney in the muratti vase in jersey jersey the final score was jersey 7 and alderney 1,match_result
on 1910-04-10 netherlands played against belgium in the friendly in haarlem netherlands the final score was netherlands 7 and belgium 0,match_result
on 1910-04-11 wales played against northern ireland in the british home championship in wrexham wales the final score was wales 4 and northern ireland 1,match_result
on 1910-04-21 guernsey played against jersey in the muratti vase in guernsey guernsey the final score was guernsey 2 and jersey 3,match_result
on 1910-04-24 netherlands played against germany in the friendly in arnhem netherlands the final score was netherlands 4 and germany 2,match_result
on 1910-05-01 austria played against hungary in the friendly in vienna austria the final score was austria 2 and hungary 1,match_result
on 1910-05-15 italy played against france in the friendly in milan italy the final score was italy 6 and france 2,match_result
